chunk_id,page_number,index,text,word_count
funding-eligibility-summary-1-p64-158-8bea8b17,64,144,"Annex E: Academies and school sixth forms making school census returns Funding eligibility summary 1. In this annex the term sixth form refers to all types of institutions making school census returns and has been produced to: a. summarise the main student eligibility section for academy and school sixth forms b. include additional guidance that is only relevant to academy and school sixth form provision 2. Academies (including any former sixth form colleges) or schools that makes Individualised Learner Record returns must read and comply with the separate advice in Funding guidance for young people: Individualised Learner Record returns. Closing sixth form centres or ceasing recruitment 3. When academies or local authorities are planning to close or run down their sixth form (either on a permanent or temporary basis) they must notify ESFA at the earliest opportunity and as a minimum before the start of the academic year in which they cease recruitment for year 12 students. In such cases, ESFA will wholly or partly withdraw the allocation made for that academic year, depending on whether there are year 13 students on roll. Late notification of closure, after the start of the academic year, will result in a recovery of funds from the year in which they cease recruitment for year 12 students.",202
4-where-an-institution-has-not-p64-159-a9e872ee,64,145,"Where an institution has not planned to close their sixth form but does not recruit or data returns reveal that no students have been enrolled for the academic year, ESFA will withdraw the allocation and will also action recovery of funds where payments have already occurred.",47
funding-data-arrangements-main-p64-160-a0c6d849,64,146,"Funding data arrangements Maintaining supporting records By accepting funding from ESFA, sixth forms take on an obligation to: a. maintain all records in accordance with ESFA funding guidance b. allow the appointed auditor or audit firm access to the sixth form's premises to carry out the audit, and to the data records relating to the sixth form's funding from ESFA c. ensure records are retained to enable ESFA to gain assurance d. ensure the accuracy of all data relating to sixth form funding e. have in place adequate control procedures to ensure error levels are kept to a minimum Collecting data 6. 16 to 19 funding young people's data collections occur as part of the school census. For sixth forms, data is collected on individual student learning aims (the qualifications each student is studying at any point during the year). Schools need to identify and record the substantial (core) learning aim for those students undertaking a vocational or mixed study programme with a vocational aim as its core and school management information systems are expected to hold a data item 'core aim indicator'.",183
7-8-schools-and-academies-must-p65-161-7665d096,65,147,"Schools and academies must record study programmes hours on the school census. The planned hours fields are available in each autumn census. Qualification-level data is required for the following reasons. a. to assist OFSTED with their success rates reviews to enable a fairer and more accurate comparison of the effectiveness of different institutions across the 16 to 19 funding sector b. to allow sixth forms to monitor the performance of different groups of students c. to calculate the retention rate for funding, as set out in the Funding rates and formula In the census, sixth forms need to record: a. each student and that student's details >~>o Q0o09 b. the aims studied by each student, including the qualification number (QN) c. the start, planned end, and actual end dates of each aim d. the status of each aim e. the student's prior attainment grades for General Certificate of Secondary Education maths and English f. students who are exempt from studying maths or English General Certificate of Secondary Education or who have attained UK equivalent qualifications g. the student's attainment in General Certificate of Secondary Education maths and English at the end of year 11 used to calculate disadvantage block 2 funding",203
it-is-important-that-instituti-p65-162-80b7250a,65,148,"It is important that institutions complete accurately the start and end dates (both planned and actual end dates) and the status of each aim. 11. 12. Sixth forms must record all qualifications for which they expect to receive funding. The data collected will provide a full history for an academic year, not just snapshot data on a particular date. This will allow the student record to be identified at any time of the year. 13. 14. During the year, sixth forms must indicate the status of each aim. Four options are available. a. 'Transfer' - when a student ceases studying for one qualification in order to start on a new, often related, qualification b. 'Withdrawal' - when a student ceases a qualification without a new or replacement qualification being started c. 'Completed' - when the aim has been completed, irrespective of whether the aim has been achieved or not d. 'Continuing' - when the aim is not yet complete and study is continuing",163
15-the-difference-between-a-tr-p66-163-44cc3d4f,66,149,"The difference between a transfer and a withdrawal is especially important for performance purposes as a transfer is not taken into account when calculating qualification success rates but a withdrawal is. A withdrawal is treated as if the student has stopped studying for that qualification. Further support on completing the census is available on GOV.UK. Annex F: Defining European Union, European Economic Area and eligible overseas dependent territories as at 31 December 2020 1. This annex lists the qualifying countries and/or areas that establish student eligibility for ESFA young people's study programme funding. This annex applies up to the end of the United Kingdom transition arrangements with the European Union on 31 December 2020.",115
austria-germany-netherlands-be-p67-165-09ac39f3,67,150,Member states of the European Union: Austria Germany Netherlands Belgium Greece Poland Bulgaria Hungary Portugal Croatia Ireland Romania Cyprus Italy Slovakia Czech Republic Latvia Slovenia Denmark Lithuania Spain Estonia Luxembourg Sweden Finland Malta,27
france-notes-on-certain-territ-p67-166-d8c03da2,67,151,"France Notes on certain territories that fall within the European Union 2. The following notes provide further guidance as to those territories which are regarded as part of the European Union (European Union) for the purposes of funding eligibility for those who moved to the UK before the 1 January 2021: a. Finland: includes Aland Islands b. France: the French Overseas Department (DOMS) (Guadeloupe, Martinique, French Guiana (Guyana), Reunion and Saint-Pierre et Miquelon) is part of metropolitan France and is part of the European Union c. Germany: includes territory of the former German Democratic Republic prior to German unification. The tax-free port of Heligoland is included within the European Union d. Portugal: Madeira and the Azores are part of the European Union. Macao is not e. Spain: the Balearic Islands, the Canaries, Ceuta and Melilla are part of the European Union f. UK: Gibraltar is part of the territory of the European Union. The Channel Islands and Isle of Man are not part of the European Union, nor are the sovereign bases on Cyprus g. Other territories: Andorra, Monaco, San Marino and the Vatican are not part of the European Union.",201
3-this-includes-all-the-europe-p67-167-bb4b5746,67,152,"Member states of the European Economic Area (European Economic Area) : This includes all the European Union countries and territories listed above, together with Iceland, Liechtenstein and Norway. For simplicity, for institutions that have to assess students for eligibility for ESFA funding, Switzerland is treated as within the European Economic Area. In law, Switzerland is not part of the formally recognised European Economic Area but its citizens are similarly eligible under various international treaties signed by the UK and Swiss governments.",71
3-this-includes-all-the-europe-p67-167-uma4b5746,68,153,"This table lists the eligible overseas territories for which the ESFA (Education and Skills Funding Agency) will allow institutions to claim funding, as referenced in paragraph 42 of the main guidance. The territories are organized in two main categories: Eligible British overseas territories and Eligible overseas territories of other EU member states (specifically for individuals who moved to the UK before January 1, 2021). The British territories include 14 locations such as Anguilla, Bermuda, British Virgin Islands, Cayman Islands, Falkland Islands, Montserrat, St Helena and its Dependencies, and Turks and Caicos Islands. The EU member state territories are organized by country: Denmark (Greenland and Faroe Isles), France (including New Caledonia, French Polynesia, Mayotte, and St Barthélemy), and Netherlands (including the Antilles - Bonaire, Curacao, Saba, St Eustatius, St Maarten, and Aruba).",60
